cgdivision,ownergroup,pmnum,pmdescription,jpdescription,nexttrigger,unitstogo,alias,assetdescription,locdescription,metername,lastreading,pmstatus,assetstatus,assetnum,frequency,tolerance,wonum,wodescription,reportdate,lastpmwogenread,dayslate,curjpdescription,unitslate
TRANSIT,TR-RALEIGH-WO,PM36737,8607 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,1009954,-59899,8607,2012 - CONVENTIONAL NEW FLYER- 8607,DRT RALEIGH GARAGE,ODOMETER,1069853,ACTIVE,OPERATING,1200185,10000,1000,T1072959,8607 - SERVICE INSPECTION,2026-02-22 3:01,1069852,9,CONVENTIONAL NEW FLYER - B SERVICE,69899
TRANSIT,TR-RALEIGH-WO,PM36649,8574 - SERVICE INSPECTION,CONVENTIONAL NOVA - B SERVICE,826359,4988,8574,2017 - CONVENTIONAL NOVA  - 8574,DRT RALEIGH GARAGE,ODOMETER,821371,ACTIVE,OPERATING,1200163,10000,1000,T1072551,A service,2026-02-14 3:01,815841,17,CONVENTIONAL NOVA - A SERVICE,5012
TRANSIT,TR-RALEIGH-WO,PM36401,8509 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - C SERVICE,1185964,7326,8509,2011 - CONVENTIONAL NEW FLYER - 8509,DRT RALEIGH GARAGE,ODOMETER,1178638,ACTIVE,OPERATING,1200101,10000,1000,T1072636,8509 - SERVICE INSPECTION,2026-02-17 3:01,1175008,14,CONVENTIONAL NEW FLYER - A SERVICE,2674
TRANSIT,TR-WESTNEY-WO,PM36761,8613 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - B SERVICE,997321,7327,8613,2012 - CONVENTIONAL NEW FLYER- 8613,DRT WESTNEY GARAGE,ODOMETER,989994,ACTIVE,OPERATING,1200191,10000,1000,T1072905,8613 - SERVICE INSPECTION,2026-02-21 3:02,986895,10,CONVENTIONAL NEW FLYER - A SERVICE,2673
TRANSIT,TR-WESTNEY-WO,PM62124,6128 - SERVICE INSPECTION,CONVENTIONAL NOVA HYBRID - C SERVICE,242559,7362,6128,2022 - CONVENTIONAL NOVA HYBRID - 6128,DRT WESTNEY GARAGE,ODOMETER,235197,ACTIVE,OPERATING,1540695,10000,1000,T1073100,6128 - SERVICE INSPECTION,2026-02-24 3:05,232268,7,CONVENTIONAL NOVA HYBRID - A SERVICE,2638
TRANSIT,TR-RALEIGH-WO,PM36713,8601 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - B SERVICE,1063863,7454,8601,2012 - CONVENTIONAL NEW FLYER- 8601,DRT RALEIGH GARAGE,ODOMETER,1056409,ACTIVE,OPERATING,1200179,10000,1000,T1073090,8601 - SERVICE INSPECTION,2026-02-24 3:02,1053791,7,CONVENTIONAL NEW FLYER - A SERVICE,2546
TRANSIT,TR-WESTNEY-WO,PM37340,7104 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,382028,7512,7104,2021 - CONVENTIONAL NOVA - 7104,DRT WESTNEY GARAGE,ODOMETER,374516,ACTIVE,OPERATING,1200431,10000,1000,T1072713,7104 - SERVICE INSPECTION,2026-02-18 3:03,371265,13,CONVENTIONAL NOVA - D SERVICE,2488
TRANSIT,TR-WESTNEY-WO,PM63954,6142 - SERVICE INSPECTION,CONVENTIONAL NOVA - B SERVICE,158180,7636,6142,2024 - CONVENTIONAL NOVA - 6142,DRT WESTNEY GARAGE,ODOMETER,150544,ACTIVE,OPERATING,1565626,10000,1000,T1073081,6142 - SERVICE INSPECTION,2026-02-24 3:00,147861,7,CONVENTIONAL NOVA - A SERVICE,2364
TRANSIT,TR-WESTNEY-WO,PM61471,7119 - SERVICE INSPECTION,CONVENTIONAL NOVA - B SERVICE,389502,7649,7119,2022 - CONVENTIONAL NOVA - 7119,DRT WESTNEY GARAGE,ODOMETER,381853,ACTIVE,OPERATING,1250280,10000,1000,T1073082,7119 - SERVICE INSPECTION,2026-02-24 3:00,380724,7,CONVENTIONAL NOVA - A SERVICE,2351
TRANSIT,TR-WESTNEY-WO,PM36541,8544 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,912022,7799,8544,2014 - CONVENTIONAL NEW FLYER - 8544,DRT WESTNEY GARAGE,ODOMETER,904223,ACTIVE,OPERATING,1200136,10000,1000,T1072902,8544 - SERVICE INSPECTION,2026-02-21 3:01,901340,10,CONVENTIONAL NEW FLYER - D SERVICE,2201
TRANSIT,TR-WESTNEY-WO,PM36537,8543 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,870962,7835,8543,2013 - CONVENTIONAL NEW FLYER - 8543,DRT WESTNEY GARAGE,ODOMETER,863127,ACTIVE,OPERATING,1200135,10000,1000,T1073088,8543 - SERVICE INSPECTION,2026-02-24 3:02,860968,7,CONVENTIONAL NEW FLYER - B SERVICE,2165
TRANSIT,TR-WESTNEY-WO,PM36057,7101 - SERVICE INSPECTION,CONVENTIONAL NOVA - C SERVICE,560115,7901,7101,2018 - CONVENTIONAL NOVA - 7101,DRT WESTNEY GARAGE,ODOMETER,552214,ACTIVE,OPERATING,1200315,10000,1000,T1073083,7101 - SERVICE INSPECTION,2026-02-24 3:01,550103,7,CONVENTIONAL NOVA - A SERVICE,2099
TRANSIT,TR-WESTNEY-WO,PM37396,7108 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,404295,7943,7108,2021 - CONVENTIONAL NOVA - 7108,DRT WESTNEY GARAGE,ODOMETER,396352,ACTIVE,OPERATING,1200445,10000,1000,T1072912,7108 - SERVICE INSPECTION,2026-02-21 3:04,393868,10,CONVENTIONAL NOVA - B SERVICE,2057
TRANSIT,TR-WESTNEY-WO,PM61488,7122 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,380238,7985,7122,2022 - CONVENTIONAL NOVA - 7122,DRT WESTNEY GARAGE,ODOMETER,372253,ACTIVE,OPERATING,1250291,10000,1000,T1073172,7122 - SERVICE INSPECTION,2026-02-25 3:03,369257,6,CONVENTIONAL NOVA - B SERVICE,2015
TRANSIT,TR-WESTNEY-WO,PM36517,8538 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - C SERVICE,1095839,8072,8538,2013 - CONVENTIONAL NEW FLYER - 8538,DRT WESTNEY GARAGE,ODOMETER,1087767,ACTIVE,OPERATING,1200130,10000,1000,T1073087,8538 - SERVICE INSPECTION,2026-02-24 3:02,1085803,7,CONVENTIONAL NEW FLYER - A SERVICE,1928
TRANSIT,TR-WESTNEY-WO,PM63948,6136 - SERVICE INSPECTION,CONVENTIONAL NOVA - B SERVICE,173415,8101,6136,2024 - CONVENTIONAL NOVA - 6136,DRT WESTNEY GARAGE,ODOMETER,165314,ACTIVE,OPERATING,1565624,10000,1000,T1073080,6136 - SERVICE INSPECTION,2026-02-24 3:00,163587,7,CONVENTIONAL NOVA - A SERVICE,1899
TRANSIT,TR-RALEIGH-WO,PM36049,6112 - SERVICE INSPECTION,CONVENTIONAL NOVA - D SERVICE,616822,8148,6112,2018 - CONVENTIONAL NOVA - 6112,DRT RALEIGH GARAGE,ODOMETER,608674,ACTIVE,OPERATING,1200013,10000,1000,T1072709,6112 - SERVICE INSPECTION,2026-02-18 3:00,606578,13,CONVENTIONAL NOVA - A SERVICE,1852
TRANSIT,TR-RALEIGH-WO,PM36505,8535 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,1171682,8163,8535,2012 - CONVENTIONAL NEW FLYER - 8535,DRT RALEIGH GARAGE,ODOMETER,1163519,ACTIVE,OPERATING,1200127,10000,1000,T1072903,8535 - SERVICE INSPECTION,2026-02-21 3:01,1160882,10,CONVENTIONAL NEW FLYER - B SERVICE,1837
TRANSIT,TR-RALEIGH-WO,PM36625,8568 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,687421,8333,8568,2017 - CONVENTIONAL NOVA  - 8568,DRT RALEIGH GARAGE,ODOMETER,679088,ACTIVE,OPERATING,1200157,10000,1000,T1072904,8568 - SERVICE INSPECTION,2026-02-21 3:02,676623,10,CONVENTIONAL NOVA - C SERVICE,1667
TRANSIT,TR-WESTNEY-WO,PM36525,8540 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,918354,8336,8540,2013 - CONVENTIONAL NEW FLYER - 8540,DRT WESTNEY GARAGE,ODOMETER,910018,ACTIVE,OPERATING,1200132,10000,1000,T1072779,8540 - SERVICE INSPECTION,2026-02-19 3:01,907700,12,CONVENTIONAL NEW FLYER - B SERVICE,1664
TRANSIT,TR-WESTNEY-WO,PM36789,8620 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - B SERVICE,979726,8346,8620,2012 - CONVENTIONAL NEW FLYER- 8620,DRT WESTNEY GARAGE,ODOMETER,971380,ACTIVE,OPERATING,1200198,10000,1000,T1073092,8620 - SERVICE INSPECTION,2026-02-24 3:03,969437,7,CONVENTIONAL NEW FLYER - A SERVICE,1654
TRANSIT,TR-RALEIGH-WO,PM36677,8581 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,661045,8379,8581,2017 - CONVENTIONAL NOVA  - 8581,DRT RALEIGH GARAGE,ODOMETER,652666,ACTIVE,OPERATING,1200170,10000,1000,T1073089,8581 - SERVICE INSPECTION,2026-02-24 3:02,650271,7,CONVENTIONAL NOVA - B SERVICE,1621
TRANSIT,TR-RALEIGH-WO,PM36581,8557 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,837764,8669,8557,2015 - CONVENTIONAL NOVA LFS- 8557,DRT RALEIGH GARAGE,ODOMETER,829095,ACTIVE,OPERATING,1200146,10000,1000,T1073168,8557 - SERVICE INSPECTION,2026-02-25 3:01,826939,6,CONVENTIONAL NOVA - B SERVICE,1331
TRANSIT,TR-RALEIGH-WO,PM37205,4102 - SERVICE INSPECTION,ADMIN - A SERVICE,45182,3860,4102,2019 - FORD F-250 - 4102,DRT RALEIGH GARAGE,ODOMETER,41322,ACTIVE,OPERATING,1200333,5000,1000,T1070361,4102 - SERVICE INSPECTION,2026-01-15 3:03,39517,49,ADMIN - A SERVICE,1140
TRANSIT,TR-WESTNEY-WO,PM36513,8537 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - C SERVICE,1102423,8880,8537,2013 - CONVENTIONAL NEW FLYER - 8537,DRT WESTNEY GARAGE,ODOMETER,1093543,ACTIVE,OPERATING,1200129,10000,1000,T1073167,8537 - SERVICE INSPECTION,2026-02-25 3:01,1091511,6,CONVENTIONAL NEW FLYER - A SERVICE,1120
TRANSIT,TR-WESTNEY-WO,PM36009,6102 - SERVICE INSPECTION,CONVENTIONAL NOVA - B SERVICE,541326,9039,6102,2018 - CONVENTIONAL NOVA - 6102,DRT WESTNEY GARAGE,ODOMETER,532287,ACTIVE,OPERATING,1200003,10000,1000,T1072778,6102 - SERVICE INSPECTION,2026-02-19 3:00,530496,12,CONVENTIONAL NOVA - A SERVICE,961
TRANSIT,TR-WESTNEY-WO,PM36809,8625 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - D SERVICE,975086,9077,8625,2012 - CONVENTIONAL NEW FLYER- 8625,DRT WESTNEY GARAGE,ODOMETER,966009,ACTIVE,OPERATING,1200203,10000,1000,T1071214,8625 - SERVICE INSPECTION,2026-01-27 3:03,964089,37,CONVENTIONAL NEW FLYER - A SERVICE,923
TRANSIT,TR-WESTNEY-WO,PM36533,8542 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,965759,9159,8542,2013 - CONVENTIONAL NEW FLYER - 8542,DRT WESTNEY GARAGE,ODOMETER,956600,ACTIVE,OPERATING,1200134,10000,1000,T1072238,8542 - SERVICE INSPECTION,2026-02-10 3:01,955626,21,CONVENTIONAL NEW FLYER - B SERVICE,841
TRANSIT,TR-WESTNEY-WO,PM63953,6141 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,174508,9179,6141,2024 - CONVENTIONAL NOVA - 6141,DRT WESTNEY GARAGE,ODOMETER,165329,ACTIVE,OPERATING,1565623,10000,1000,T1073386,6141 - SERVICE INSPECTION,2026-02-28 3:00,163802,3,CONVENTIONAL NOVA - B SERVICE,821
TRANSIT,TR-WESTNEY-WO,PM36509,8536 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - D SERVICE,1062711,9207,8536,2013 - CONVENTIONAL NEW FLYER - 8536,DRT WESTNEY GARAGE,ODOMETER,1053504,ACTIVE,OPERATING,1200128,10000,1000,T1073390,8536 - SERVICE INSPECTION,2026-02-28 3:01,1052611,3,CONVENTIONAL NEW FLYER - A SERVICE,793
TRANSIT,TR-RALEIGH-WO,PM36729,8605 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - D SERVICE,989742,9215,8605,2012 - CONVENTIONAL NEW FLYER- 8605,DRT RALEIGH GARAGE,ODOMETER,980527,ACTIVE,OPERATING,1200183,10000,1000,T1073393,8605 - SERVICE INSPECTION,2026-02-28 3:02,978936,3,CONVENTIONAL NEW FLYER - A SERVICE,785
TRANSIT,TR-RALEIGH-WO,PM36033,6108 - SERVICE INSPECTION,CONVENTIONAL NOVA - B SERVICE,625009,9518,6108,2018 - CONVENTIONAL NOVA - 6108,DRT RALEIGH GARAGE,ODOMETER,615491,ACTIVE,OPERATING,1200009,10000,1000,T1073323,6108 - SERVICE INSPECTION,2026-02-27 3:00,614189,4,CONVENTIONAL NOVA - A SERVICE,482
TRANSIT,TR-WESTNEY-WO,PM62117,6121 - SERVICE INSPECTIONS,CONVENTIONAL NOVA HYBRID - B SERVICE,254347,9531,6121,2022 - CONVENTIONAL NOVA HYBRID - 6121,DRT WESTNEY GARAGE,ODOMETER,244816,ACTIVE,OPERATING,1540687,10000,1000,T1073175,6121 - SERVICE INSPECTIONS done with T1073266,2026-02-25 3:04,243393,6,CONVENTIONAL NOVA HYBRID - A SERVICE,469
